"Data_Source","Data_Genre","Year","Latitude","Longitude","CSSC_Order","Horizon_Number","Horizon","Upper","Lower","Organic_C","pH_CaCl2","Sand","Silt","Clay"
"NPD",1,"1962",45.36672,-75.51633,"Podzolic","8","C3",102,127,0.05,"5.2",96,2,2
"NPD",1,"1962",45.36672,-75.51633,"Podzolic","4","Bf1",5,20,1.85,"5",88,6,6
"NPD",1,"1962",45.36672,-75.51633,"Podzolic","3","Ae",0,5,0.81,"3.8",90,9,3
"NPD",1,"1962",45.50005,-75.44966,"Gleysolic","3","Cg2",10,38,0.3,"6.6",5,22,73
"NPD",1,"1962",45.45005,-75.44966,"Gleysolic","3","Bfg",5,15,0.6,"5.3",6,45,50
"NPD",1,"1966",43.43339,-79.83315,"Luvisolic","5","BCk",50,75,0.4,"7",21,43,36
"NPD",1,"1966",43.43339,-79.83315,"Luvisolic","6","Ck",75,95,0.3,"7",26,44,30
"NPD",1,"1966",43.43339,-79.83315,"Luvisolic","1","Ah",0,10,3.9,"5.6",24,55,21
"NPD",1,"1966",43.43339,-79.83315,"Luvisolic","4","Bt",30,50,0.5,"4.8",15,55,40
"NPD",1,"1966",43.43339,-79.83315,"Luvisolic","2","Ae",10,20,0.8,"4.1",22,57,21
"NPD",1,"1966",43.43339,-79.83315,"Luvisolic","3","AB",20,30,0.5,"4",20,53,27
"NPD",1,"1966",43.68338,-80.24984,"Luvisolic","5","BCk",50,65,0.5,"7",44,40,16
"NPD",1,"1966",43.68338,-80.24984,"Luvisolic","6","Ck",65,100,0.2,"7",47,39,14
"NPD",1,"1966",43.68338,-80.24984,"Luvisolic","4","Bt",25,50,0.8,"6.9",35,40,25
"NPD",1,"1966",43.68338,-80.24984,"Luvisolic","1","Ah",0,15,4.1,"6.8",36,48,16
"NPD",1,"1966",43.68338,-80.24984,"Luvisolic","2","Ahe",15,20,1.6,"6.6",35,50,15
"NPD",1,"1966",43.68338,-80.24984,"Luvisolic","3","AB",20,25,1.9,"6.6",38,39,23
"NPD",1,"1968",45.46671,-75.533,"Gleysolic","4","Bg",35,50,0.2,"5.5",82,14,4
"NPD",1,"1968",45.46671,-75.533,"Gleysolic","1","Ah",0,8,5.3,"5.2",50,44,6
"NPD",1,"1968",45.46671,-75.533,"Gleysolic","3","Bgf",18,35,0.3,"5",65,28,7
"NPD",1,"1968",45.46671,-75.533,"Gleysolic","2","Aeg",8,18,0.9,"4.8",55,41,4
"NPD",1,"1970",43.0459,-80.42832,"Gleysolic","2","Aeg",13,25,0.58,"7.4",59,32,9
"NPD",1,"1970",43.0459,-80.42832,"Gleysolic","3","Bt1",25,33,0.23,"7.4",73,15,12
"NPD",1,"1970",43.0459,-80.42832,"Gleysolic","4","Bmg1",33,45,0.41,"7.4",64,23,1
"NPD",1,"1970",43.0459,-80.42832,"Gleysolic","1","Ah",0,13,4.88,"7.3",57,34,9
"NPD",1,"1970",43.0459,-80.42832,"Gleysolic","5","Bm2",45,58,0.17,"7.3",75,18,7
"NPD",1,"1970",43.15349,-80.52203,"Gleysolic","1","Ah",0,15,3.19,"7.3",79,14,7
"NPD",1,"1970",43.15349,-80.52203,"Gleysolic","2","Ae1",15,25,1.05,"7.1",88,7,5
"NPD",1,"1970",43.15349,-80.52203,"Gleysolic","4","Btg",45,65,0.41,"7",87,6,7
"NPD",1,"1970",43.15349,-80.52203,"Gleysolic","5","Bmg",65,78,0.47,"7",93,4,3
"NPD",1,"1970",43.15349,-80.52203,"Gleysolic","3","Aeg",25,45,0.76,"6.9",89,8,3
"NPD",1,"1970",43.29112,-80.24482,"Luvisolic","4","BC",55,75,0.23,"7.6",2,48,50
"NPD",1,"1970",43.29112,-80.24482,"Luvisolic","1","Ah",0,13,4.59,"7",3,69,28
"NPD",1,"1970",43.29112,-80.24482,"Luvisolic","3","Bt",28,55,0.47,"6.6",1,83,16
"NPD",1,"1970",43.29112,-80.24482,"Luvisolic","2","Ae",13,28,1.63,"6.4",2,79,19
"NPD",1,"1970",43.1414,-80.4385,"Luvisolic","3","Bt",33,50,1.05,"7.3",39,30,31
"NPD",1,"1970",43.1414,-80.4385,"Luvisolic","1","Ah",0,18,2.85,"7.2",28,59,13
"NPD",1,"1970",43.1414,-80.4385,"Luvisolic","2","Ae",18,33,1.1,"7.1",30,57,13
"NPD",1,"1970",43.08005,-80.41449,"Luvisolic","2","Ahe",15,23,0.87,"7.5",50,40,10
"NPD",1,"1970",43.08005,-80.41449,"Luvisolic","3","Ae",23,48,0.29,"7.5",73,17,10
"NPD",1,"1970",43.08005,-80.41449,"Luvisolic","1","Ah",0,15,1.86,"7.4",48,42,10
"NPD",1,"1970",43.08005,-80.41449,"Luvisolic","4","Bt",48,68,0.35,"7.4",51,20,29
"NPD",1,"1970",43.08005,-80.41449,"Luvisolic","5","BCk",68,78,0.47,"7.4",59,27,14
"NPD",1,"1970",43.07252,-80.43913,"Gleysolic","4","Ckg",55,83,0.17,"7.6",68,25,6
"NPD",1,"1970",43.07252,-80.43913,"Gleysolic","3","Btg",45,55,0.58,"7.3",55,29,16
"NPD",1,"1970",43.07252,-80.43913,"Gleysolic","1","Ah",0,30,4.01,"7.2",54,33,13
"NPD",1,"1970",43.07252,-80.43913,"Gleysolic","2","Aeg",30,45,0.47,"7.1",56,32,12
"NPD",1,"1970",43.06077,-80.43187,"Gleysolic","3","BCkg",50,75,0.52,"7.6",61,32,7
"NPD",1,"1970",43.06077,-80.43187,"Gleysolic","2","Bmg",23,50,0.47,"7.5",53,30,17
"NPD",1,"1970",43.06077,-80.43187,"Gleysolic","1","Ah",0,23,3.72,"7.3",53,33,14
"NPD",1,"1970",43.27748,-80.37317,"Luvisolic","1","Ah",0,18,1.69,"7.2",49,38,12
"NPD",1,"1970",43.27748,-80.37317,"Luvisolic","2","Ae",18,58,0.12,"7",62,31,7
"NPD",1,"1970",43.27748,-80.37317,"Luvisolic","3","AB",58,75,0.12,"6.9",69,23,8
"NPD",1,"1970",43.27748,-80.37317,"Luvisolic","4","Bt",75,93,0.06,"6.9",76,11,13
"NPD",1,"1970",43.08867,-80.52622,"Brunisolic","1","Ah",0,15,1.4,"6.9",78,15,7
"NPD",1,"1970",43.08867,-80.52622,"Brunisolic","5","Bmg",70,122,0.06,"6.2",94,2,4
"NPD",1,"1970",43.08867,-80.52622,"Brunisolic","4","Bm3",53,70,0.06,"5.9",92,4,4
"NPD",1,"1970",43.08867,-80.52622,"Brunisolic","2","Bm1",15,35,0.35,"5.8",85,11,4
"NPD",1,"1970",43.08867,-80.52622,"Brunisolic","3","Bm2",35,53,0.12,"5.5",92,4,4
"NPD",1,"1970",43.09086,-80.51146,"Gleysolic","8","Ck",88,128,0.06,"7.6",94,4,2
"NPD",1,"1970",43.09086,-80.51146,"Gleysolic","7","Bmg4",78,88,0.12,"7.4",90,4,5
"NPD",1,"1970",43.09086,-80.51146,"Gleysolic","1","Ah",0,10,4.77,"7",75,18,7
"NPD",1,"1970",43.09086,-80.51146,"Gleysolic","2","Bm1",10,18,2.79,"6.2",80,15,5
"NPD",1,"1970",43.09086,-80.51146,"Gleysolic","4","Bmg1",33,50,0.29,"6",89,7,4
"NPD",1,"1970",43.09086,-80.51146,"Gleysolic","3","Bm2",18,33,0.52,"5.4",87,11,2
"NPD",1,"1970",43.14907,-80.5442,"Gleysolic","1","Ah",0,20,4.19,"6.9",77,14,9
"NPD",1,"1970",43.14907,-80.5442,"Gleysolic","4","Bmg3",68,90,0.06,"6.8",93,4,3
"NPD",1,"1970",43.14907,-80.5442,"Gleysolic","2","Bmg1",20,35,0.17,"6.6",90,7,3
"NPD",1,"1970",43.04499,-80.4271,"Gleysolic","2","BCkg",20,45,0.41,"7.9",49,38,13
"NPD",1,"1970",43.04499,-80.4271,"Gleysolic","1","Ah",0,20,2.32,"7.5",54,31,15
"NPD",1,"1970",43.12226,-80.59726,"Luvisolic","5","Ckg",78,90,0.29,"7.7",17,64,19
"NPD",1,"1970",43.12226,-80.59726,"Luvisolic","1","Ah",0,28,2.04,"7.4",65,23,12
"NPD",1,"1970",43.12226,-80.59726,"Luvisolic","4","Bt",48,78,0.29,"7.4",11,60,29
"NPD",1,"1970",43.12226,-80.59726,"Luvisolic","2","Ae",28,38,0.76,"7.3",70,26,4
"NPD",1,"1970",43.12226,-80.59726,"Luvisolic","3","AB",38,48,0.35,"7.3",49,32,19
"NPD",1,"1970",43.04411,-80.27119,"Luvisolic","6","Ck",65,85,0.12,"7.7",3,70,27
"NPD",1,"1970",43.04411,-80.27119,"Luvisolic","5","Bt",55,65,0.23,"7.5",9,59,32
"NPD",1,"1970",43.04411,-80.27119,"Luvisolic","1","Ah",0,13,1.45,"7.4",78,15,7
"NPD",1,"1970",43.04411,-80.27119,"Luvisolic","2","Ae1",13,23,0.7,"7.2",84,12,4
"NPD",1,"1970",43.04411,-80.27119,"Luvisolic","3","Ae2",23,35,0.29,"7",90,6,4
"NPD",1,"1970",43.04411,-80.27119,"Luvisolic","4","Aeg",35,55,0.06,"6.8",92,7,1
"NPD",1,"1970",43.2144,-80.44953,"Luvisolic","1","Ah",0,23,2.56,"7.4",37,48,15
"NPD",1,"1970",43.2144,-80.44953,"Luvisolic","2","Ae",23,43,0.47,"7.4",64,25,11
"NPD",1,"1970",43.2144,-80.44953,"Luvisolic","3","Bt",43,63,0.17,"7.4",64,26,10
"NPD",1,"1970",43.1475,-80.60693,"Gleysolic","4","Ckg",70,95,0.12,"7.3",31,46,23
"NPD",1,"1970",43.1475,-80.60693,"Gleysolic","1","Ah",0,23,1.45,"7",68,23,9
"NPD",1,"1970",43.1475,-80.60693,"Gleysolic","2","Ae",23,45,0.12,"6.9",86,6,8
"NPD",1,"1970",43.1475,-80.60693,"Gleysolic","3","Btg",45,70,0.23,"6.8",25,46,29
"NPD",1,"1970",43.26281,-80.40782,"Luvisolic","1","Ah",0,18,1.7,"7",46,43,11
"NPD",1,"1970",43.26281,-80.40782,"Luvisolic","2","Ae",18,35,0.47,"6.8",54,36,9
"NPD",1,"1970",43.26281,-80.40782,"Luvisolic","3","Bt",35,63,0.17,"6.8",46,34,20
"NPD",1,"1970",43.29613,-80.25401,"Luvisolic","1","Ah",0,18,1.45,"7.4",22,69,8
"NPD",1,"1970",43.29613,-80.25401,"Luvisolic","4","Bt2",63,73,0.29,"7.4",9,79,12
"NPD",1,"1970",43.29613,-80.25401,"Luvisolic","2","Ae",18,43,0.52,"7.3",8,77,14
"NPD",1,"1970",43.29613,-80.25401,"Luvisolic","3","Bt1",43,63,0.7,"7.2",10,76,14
"NPD",1,"1970",43.23321,-80.43027,"Luvisolic","1","Ah",0,20,2.62,"7",27,58,15
"NPD",1,"1970",43.23321,-80.43027,"Luvisolic","4","Btg",58,73,0.35,"6.9",30,50,20
"NPD",1,"1970",43.23321,-80.43027,"Luvisolic","2","Ae",20,43,0.87,"6.8",25,62,13
"NPD",1,"1970",43.23321,-80.43027,"Luvisolic","3","Bt1",43,58,0.41,"6.7",32,53,15
"NPD",1,"1970",43.25399,-80.44486,"Gleysolic","4","Ckg",65,90,0.29,"7.6",30,56,14
"NPD",1,"1970",43.25399,-80.44486,"Gleysolic","3","Btg",48,65,0.41,"7.5",31,54,15
"NPD",1,"1970",43.25399,-80.44486,"Gleysolic","1","Ah",0,30,2.74,"7.4",30,50,20
"NPD",1,"1970",43.25399,-80.44486,"Gleysolic","2","Ae",30,48,0.76,"7.4",38,48,14
"NPD",1,"1970",43.2366,-80.38898,"Luvisolic","1","Ah",0,13,2.04,"7.2",33,55,12
"NPD",1,"1970",43.2366,-80.38898,"Luvisolic","3","Bt",35,50,0.52,"7.1",21,39,40
"NPD",1,"1970",43.2366,-80.38898,"Luvisolic","2","Ae",13,35,0.47,"6.9",26,62,11
"NPD",1,"1970",43.23307,-80.40256,"Gleysolic","4","Btg2",48,60,0.23,"7.5",33,34,33
"NPD",1,"1970",43.23307,-80.40256,"Gleysolic","1","Ah",0,18,1.86,"7.3",23,64,13
"NPD",1,"1970",43.23307,-80.40256,"Gleysolic","3","Btg1",28,48,0.35,"7.3",28,55,17
"NPD",1,"1970",43.23307,-80.40256,"Gleysolic","2","Aeg",18,28,0.64,"7.1",32,55,13
"NPD",1,"1970",43.1668,-80.47764,"Luvisolic","5","Ck",78,95,0.29,"7.1",8,40,51
"NPD",1,"1970",43.1668,-80.47764,"Luvisolic","1","Ah",0,18,2.38,"6.9",29,51,20
"NPD",1,"1970",43.1668,-80.47764,"Luvisolic","2","Ae",18,30,0.99,"6.8",20,55,24
"NPD",1,"1970",43.1668,-80.47764,"Luvisolic","3","Bt1",30,50,0.35,"6.7",15,43,41
"NPD",1,"1970",43.14434,-80.60449,"Gleysolic","4","Ckg",53,100,0.29,"7.2",19,49,32
"NPD",1,"1970",43.14434,-80.60449,"Gleysolic","1","Ah",0,23,3.84,"7",44,27,28
"NPD",1,"1970",43.14434,-80.60449,"Gleysolic","2","Ae",23,33,0.87,"6.8",42,26,32
"NPD",1,"1970",43.14434,-80.60449,"Gleysolic","3","Btg",33,53,0.47,"6.8",19,44,37
"NPD",1,"1970",43.11833,-80.02077,"Luvisolic","6","Ck",55,95,0.35,"7.4",1,28,70
"NPD",1,"1970",43.11833,-80.02077,"Luvisolic","1","Ah",0,15,3.49,"6.8",3,59,38
"NPD",1,"1970",43.11833,-80.02077,"Luvisolic","5","Bt2",43,55,0.47,"6.7",0,30,70
"NPD",1,"1970",43.11833,-80.02077,"Luvisolic","4","Bt1",35,43,0.47,"5.6",1,35,65
"NPD",1,"1970",43.11833,-80.02077,"Luvisolic","2","Aegj",15,28,1.45,"5",1,51,48
"NPD",1,"1970",43.11833,-80.02077,"Luvisolic","3","ABg",28,35,0.52,"4.7",1,30,68
"NPD",1,"1970",43.14292,-80.11015,"Luvisolic","1","Ah",0,13,3.32,"7.3",3,56,41
"NPD",1,"1970",43.14292,-80.11015,"Luvisolic","2","Aeg",13,28,1.45,"7.2",3,50,47
"NPD",1,"1970",43.14292,-80.11015,"Luvisolic","3","Bt",28,60,0.47,"7.1",1,43,56
"NPD",1,"1970",43.10337,-80.06157,"Gleysolic","5","Ckg",63,90,0.23,"7.7",2,45,53
"NPD",1,"1970",43.10337,-80.06157,"Gleysolic","4","Bg2",43,63,0.35,"6.5",2,49,49
"NPD",1,"1970",43.10337,-80.06157,"Gleysolic","1","Ah",0,13,3.78,"5.7",6,54,39
"NPD",1,"1970",43.10337,-80.06157,"Gleysolic","2","ABg",13,23,1.1,"5.5",5,51,44
"NPD",1,"1970",43.10337,-80.06157,"Gleysolic","3","Bg1",23,43,0.64,"5.2",2,48,50
"NPD",1,"1970",43.05687,-80.57006,"Gleysolic","4","Ckg",58,90,0.29,"7.3",11,47,41
"NPD",1,"1970",43.05687,-80.57006,"Gleysolic","3","Bg2",45,58,0.35,"7.2",11,42,47
"NPD",1,"1970",43.05687,-80.57006,"Gleysolic","2","Bg1",23,45,0.76,"7.1",14,45,41
"NPD",1,"1970",43.05687,-80.57006,"Gleysolic","1","Ah",0,23,4.88,"6.9",12,49,39
"NPD",1,"1970",43.21519,-80.42797,"Luvisolic","4","B",48,60,0.74,"7.4",74,24,2
"NPD",1,"1970",43.21519,-80.42797,"Luvisolic","1","Ah",0,23,2.85,"7.2",42,46,11
"NPD",1,"1970",43.21519,-80.42797,"Luvisolic","2","AB",23,30,0.47,"7.2",46,43,11
"NPD",1,"1970",43.21519,-80.42797,"Luvisolic","3","Bt",30,48,0.7,"7.2",46,40,13
"NPD",1,"1970",43.14092,-80.43174,"Gleysolic","5","Ckg",68,90,0.12,"7.5",82,17,1
"NPD",1,"1970",43.14092,-80.43174,"Gleysolic","4","Bg",55,68,0.12,"7.4",66,30,4
"NPD",1,"1970",43.14092,-80.43174,"Gleysolic","1","Ah",0,25,4.01,"7.3",49,39,12
"NPD",1,"1970",43.14092,-80.43174,"Gleysolic","2","Aeg",25,30,0.99,"7.3",49,40,11
"NPD",1,"1970",43.14092,-80.43174,"Gleysolic","3","Bg",30,55,0.23,"7.3",41,50,9
"NPD",1,"1970",45.46672,-75.64967,"Brunisolic","5","BCgj2",74,86,0.26,"6.2",46,39,15
"NPD",1,"1970",45.46672,-75.64967,"Brunisolic","4","BCgj1",43,74,0.26,"6",48,38,14
"NPD",1,"1970",45.46672,-75.64967,"Brunisolic","1","Ah",0,12,2.5,"5.5",57,29,14
"NPD",1,"1970",45.46672,-75.64967,"Brunisolic","3","Bm2",25,43,0.77,"5.4",59,28,13
"NPD",1,"1971",43.27754,-80.30477,"Luvisolic","1","Ah",0,15,1.98,"7.2",49,39,12
"NPD",1,"1971",43.27754,-80.30477,"Luvisolic","2","Ae",15,35,0.87,"7.2",53,38,9
"NPD",1,"1971",43.27754,-80.30477,"Luvisolic","3","Bt1",35,60,0.23,"6.6",59,27,14
"NPD",1,"1971",43.27754,-80.30477,"Luvisolic","4","Bt2",60,117,0.35,"6.4",57,28,15
"NPD",1,"1971",43.0375,-80.37254,"Luvisolic","1","Ah",0,10,2.5,"7",75,18,7
"NPD",1,"1971",43.0375,-80.37254,"Luvisolic","4","Bt",43,63,0.35,"6.2",73,17,10
"NPD",1,"1971",43.0375,-80.37254,"Luvisolic","2","Ae1",10,25,0.41,"6",83,13,4
"NPD",1,"1971",43.0375,-80.37254,"Luvisolic","3","Ae2",25,43,0.17,"5.3",82,14,4
"NPD",1,"1971",43.23411,-80.42965,"Gleysolic","1","Ah",0,20,1.98,"7.2",65,25,10
"NPD",1,"1971",43.23411,-80.42965,"Gleysolic","2","Aeg1",20,33,0.41,"7",69,20,10
"NPD",1,"1971",43.23411,-80.42965,"Gleysolic","3","Aeg2",33,45,0.35,"6.9",75,20,5
"NPD",1,"1971",43.11825,-80.49464,"Gleysolic","4","Ckg1",58,68,0.41,"7.1",88,7,5
"NPD",1,"1971",43.11825,-80.49464,"Gleysolic","3","Btg",25,58,0.93,"6.7",73,14,12
"NPD",1,"1971",43.11825,-80.49464,"Gleysolic","2","Aeg",18,25,2.68,"6.5",77,14,9
"NPD",1,"1971",43.11825,-80.49464,"Gleysolic","1","Ah",0,18,7.97,"5.9",73,17,10
"NPD",1,"1971",43.07046,-80.48091,"Gleysolic","4","Ckg",45,58,0.12,"7.3",63,27,10
"NPD",1,"1971",43.07046,-80.48091,"Gleysolic","3","Btg",35,45,0.58,"7",85,8,6
"NPD",1,"1971",43.07046,-80.48091,"Gleysolic","2","Ae",28,35,0.52,"6.9",92,4,3
"NPD",1,"1971",43.07046,-80.48091,"Gleysolic","1","Ah",0,28,8.14,"6.8",72,17,11
"NPD",1,"1971",43.00661,-80.40476,"Gleysolic","4","Btg",58,65,0.23,"7",38,35,27
"NPD",1,"1971",43.00661,-80.40476,"Gleysolic","1","Ah",0,20,2.91,"6.9",64,19,17
"NPD",1,"1971",43.00661,-80.40476,"Gleysolic","2","Ae",20,28,0.47,"6.6",82,13,5
"NPD",1,"1971",43.00661,-80.40476,"Gleysolic","3","Btg",28,58,0.47,"6.6",74,12,14
"NPD",1,"1971",43.24969,-80.31617,"Luvisolic","4","Bt1",40,75,0.47,"6.9",39,35,25
"NPD",1,"1971",43.24969,-80.31617,"Luvisolic","5","Bt2",75,122,0.76,"6.9",48,36,16
"NPD",1,"1971",43.24969,-80.31617,"Luvisolic","1","Ah",0,13,3.5,"6.6",30,56,14
"NPD",1,"1971",43.24969,-80.31617,"Luvisolic","3","Ae2",30,40,0.76,"6.5",26,57,17
"NPD",1,"1971",43.24969,-80.31617,"Luvisolic","2","Ae1",13,30,0.58,"6",30,58,12
"NPD",1,"1971",43.29505,-80.29655,"Luvisolic","1","Ah",0,10,3.2,"6.8",37,50,13
"NPD",1,"1971",43.29505,-80.29655,"Luvisolic","4","Bt1",30,60,0.47,"6.1",28,48,24
"NPD",1,"1971",43.29505,-80.29655,"Luvisolic","2","Ae",10,25,1.11,"5.8",39,49,12
"NPD",1,"1971",43.29505,-80.29655,"Luvisolic","3","AB",25,30,0.47,"5.2",40,48,12
"NPD",1,"1971",43.29588,-80.28545,"Luvisolic","1","Ah",0,15,2.79,"6.4",29,57,14
"NPD",1,"1971",43.29588,-80.28545,"Luvisolic","2","Ae",15,45,0.76,"5.2",31,58,11
"NPD",1,"1971",43.29588,-80.28545,"Luvisolic","4","Bt",65,95,0.41,"5",24,54,22
"NPD",1,"1971",43.26064,-80.42447,"Luvisolic","1","Ah",0,18,2.09,"7.5",27,55,18
"NPD",1,"1971",43.26064,-80.42447,"Luvisolic","2","Ae",18,33,0.47,"7.3",26,58,16
"NPD",1,"1971",43.26064,-80.42447,"Luvisolic","3","Bt",33,60,0.23,"7.2",17,54,29
"NPD",1,"1971",43.26064,-80.42447,"Luvisolic","4","Ck",60,95,0.23,"7",13,68,19
"NPD",1,"1971",43.04241,-80.28717,"Luvisolic","1","Ah",0,13,3.32,"6.9",26,62,12
